,F1
REDEMP_SNAPS12,0.6909090909090909
PCT_SNAP12,0.6829268292682927
PC_SNAPBEN10,0.6867469879518072
SNAP_PART_RATE08,0.7073170731707316
SNAP_PART_RATE13,0.6829268292682927
SNAP_OAPP09,0.6829268292682927
SNAP_CAP09,0.6829268292682927
SNAP_BBCE09,0.6829268292682927
SNAP_REPORTSIMPLE09,0.6829268292682927
PCT_NSLP09,0.6987951807228916
PCT_FREE_LUNCH09,0.703030303030303
PCT_FREE_LUNCH14,0.6909090909090909
PCT_REDUCED_LUNCH09,0.7073170731707316
PCT_REDUCED_LUNCH14,0.6909090909090909
PCT_SBP09,0.7037037037037037
PCT_SFSP09,0.6909090909090909
PC_WIC_REDEMP08,0.6909090909090909
PC_WIC_REDEMP12,0.6829268292682927
PCH_PC_WIC_REDEMP_08_12,0.6829268292682927
REDEMP_WICS08,0.6909090909090909
REDEMP_WICS12,0.6829268292682927
PCH_REDEMP_WICS_08_12,0.6829268292682927
PCT_WIC09,0.6787878787878787
PCT_CACFP09,0.6871165644171779
FDPIR12,0.6909090909090909
PCT_NHWHITE10,0.6829268292682927
PCT_NHBLACK10,0.6909090909090909
PCT_HISP10,0.6909090909090909
PCT_NHASIAN10,0.6871165644171779
PCT_NHNA10,0.6829268292682927
PCT_NHPI10,0.6829268292682927
PCT_65OLDER10,0.7073170731707316
PCT_18YOUNGER10,0.6956521739130435
PERPOV10,0.6829268292682927
PERCHLDPOV10,0.6832298136645963
METRO13,0.6956521739130435
POPLOSS10,0.6871165644171779
DIRSALES_FARMS07,0.6829268292682927
DIRSALES_FARMS12,0.6829268292682927
PCH_DIRSALES_FARMS_07_12,0.7160493827160495
PCT_LOCLFARM07,0.6987951807228916
PCT_LOCLFARM12,0.6829268292682927
PCT_LOCLSALE07,0.6829268292682927
PCT_LOCLSALE12,0.6829268292682927
DIRSALES07,0.6829268292682927
DIRSALES12,0.6951219512195121
PCH_DIRSALES_07_12,0.6829268292682927
PC_DIRSALES07,0.6829268292682927
PC_DIRSALES12,0.6829268292682927
PCH_PC_DIRSALES_07_12,0.6829268292682927
FMRKT09,0.6790123456790124
FMRKTPTH09,0.6909090909090909
VEG_FARMS07,0.6829268292682927
VEG_FARMS12,0.6909090909090909
PCH_VEG_FARMS_07_12,0.6909090909090909
VEG_ACRES07,0.6829268292682927
VEG_ACRES12,0.6829268292682927
PCH_VEG_ACRES_07_12,0.6829268292682927
VEG_ACRESPTH07,0.6829268292682927
VEG_ACRESPTH12,0.6829268292682927
PCH_VEG_ACRESPTH_07_12,0.6826347305389222
FRESHVEG_FARMS07,0.6951219512195121
FRESHVEG_FARMS12,0.6829268292682927
PCH_FRESHVEG_FARMS_07_12,0.6829268292682927
FRESHVEG_ACRES07,0.6829268292682927
FRESHVEG_ACRES12,0.6829268292682927
PCH_FRESHVEG_ACRES_07_12,0.6829268292682927
FRESHVEG_ACRESPTH07,0.6909090909090909
FRESHVEG_ACRESPTH12,0.6829268292682927
PCH_FRESHVEG_ACRESPTH_07_12,0.6829268292682927
ORCHARD_FARMS07,0.6829268292682927
ORCHARD_FARMS12,0.6829268292682927
PCH_ORCHARD_FARMS_07_12,0.6826347305389222
ORCHARD_ACRES07,0.6829268292682927
ORCHARD_ACRES12,0.6829268292682927
PCH_ORCHARD_ACRES_07_12,0.6829268292682927
ORCHARD_ACRESPTH07,0.6829268292682927
ORCHARD_ACRESPTH12,0.6829268292682927
PCH_ORCHARD_ACRESPTH_07_12,0.6829268292682927
BERRY_FARMS07,0.6909090909090909
BERRY_FARMS12,0.6829268292682927
PCH_BERRY_FARMS_07_12,0.6829268292682927
BERRY_ACRES07,0.6951219512195121
BERRY_ACRES12,0.6829268292682927
PCH_BERRY_ACRES_07_12,0.6829268292682927
BERRY_ACRESPTH07,0.6829268292682927
BERRY_ACRESPTH12,0.6829268292682927
PCH_BERRY_ACRESPTH_07_12,0.6829268292682927
SLHOUSE07,0.6829268292682927
SLHOUSE12,0.6829268292682927
PCH_SLHOUSE_07_12,0.6909090909090909
GHVEG_FARMS07,0.6829268292682927
GHVEG_FARMS12,0.6829268292682927
PCH_GHVEG_FARMS_07_12,0.6909090909090909
GHVEG_SQFT07,0.6909090909090909
GHVEG_SQFT12,0.6829268292682927
PCH_GHVEG_SQFT_07_12,0.6829268292682927
GHVEG_SQFTPTH07,0.6829268292682927
GHVEG_SQFTPTH12,0.6909090909090909
PCH_GHVEG_SQFTPTH_07_12,0.6829268292682927
CSA07,0.6871165644171779
CSA12,0.691358024691358
PCH_CSA_07_12,0.6951219512195121
AGRITRSM_OPS07,0.7
AGRITRSM_OPS12,0.7037037037037037
PCH_AGRITRSM_OPS_07_12,0.6909090909090909
AGRITRSM_RCT07,0.6829268292682927
AGRITRSM_RCT12,0.6871165644171779
PCH_AGRITRSM_RCT_07_12,0.6829268292682927
FARM_TO_SCHOOL09,0.6829268292682927
FARM_TO_SCHOOL13,0.6871165644171779
FOODINSEC_10_12,0.6871165644171779
VLFOODSEC_10_12,0.6787878787878787
FOODINSEC_CHILD_01_07,0.6909090909090909
FOODINSEC_CHILD_03_11,0.6871165644171779
LACCESS_POP10,0.6829268292682927
PCT_LACCESS_POP10,0.6829268292682927
LACCESS_LOWI10,0.6829268292682927
PCT_LACCESS_LOWI10,0.6829268292682927
LACCESS_HHNV10,0.6829268292682927
PCT_LACCESS_HHNV10,0.6909090909090909
LACCESS_CHILD10,0.6829268292682927
PCT_LACCESS_CHILD10,0.6909090909090909
LACCESS_SENIORS10,0.6829268292682927
PCT_LACCESS_SENIORS10,0.6829268292682927
PCT_DIABETES_ADULTS08,0.6829268292682927
PCT_DIABETES_ADULTS13,0.6829268292682927
PCT_OBESE_ADULTS08,0.6787878787878787
PCT_OBESE_ADULTS13,0.6871165644171779
RECFAC09,0.6829268292682927
RECFAC14,0.6829268292682927
PCH_RECFAC_09_14,0.6829268292682927
RECFACPTH09,0.6829268292682927
RECFACPTH14,0.6829268292682927
PCH_RECFACPTH_09_14,0.6829268292682927
MILK_PRICE10,0.6829268292682927
SODA_PRICE10,0.6829268292682927
MILK_SODA_PRICE10,0.6829268292682927
SODATAX_STORES14,0.691358024691358
SODATAX_VENDM14,0.6829268292682927
CHIPSTAX_STORES14,0.6829268292682927
CHIPSTAX_VENDM14,0.6666666666666666
FOOD_TAX14,0.6829268292682927
GROC09,0.6829268292682927
GROC14,0.6829268292682927
PCH_GROC_09_14,0.6829268292682927
GROCPTH09,0.6909090909090909
GROCPTH14,0.6829268292682927
PCH_GROCPTH_09_14,0.6829268292682927
SUPERC09,0.6829268292682927
SUPERC14,0.6829268292682927
PCH_SUPERC_09_14,0.7
SUPERCPTH09,0.6829268292682927
SUPERCPTH14,0.6909090909090909
PCH_SUPERCPTH_09_14,0.7
CONVS09,0.6829268292682927
CONVS14,0.6829268292682927
PCH_CONVS_09_14,0.6909090909090909
CONVSPTH09,0.6956521739130435
CONVSPTH14,0.6871165644171779
PCH_CONVSPTH_09_14,0.6829268292682927
SPECS09,0.6829268292682927
SPECS14,0.6829268292682927
PCH_SPECS_09_14,0.6829268292682927
SPECSPTH09,0.6829268292682927
SPECSPTH14,0.6871165644171779
PCH_SPECSPTH_09_14,0.6829268292682927
SNAPS12,0.6829268292682927
SNAPSPTH12,0.6946107784431137
WICS08,0.6829268292682927
WICS12,0.6829268292682927
PCH_WICS_08_12,0.6829268292682927
WICSPTH08,0.6829268292682927
WICSPTH12,0.6829268292682927
PCH_WICSPTH_08_12,0.6829268292682927
FFR09,0.6829268292682927
FFR14,0.6829268292682927
PCH_FFR_09_14,0.6909090909090909
FFRPTH09,0.6829268292682927
FFRPTH14,0.6829268292682927
PCH_FFRPTH_09_14,0.6909090909090909
FSR09,0.6829268292682927
FSR14,0.6829268292682927
PCH_FSR_09_14,0.6829268292682927
FSRPTH09,0.6987951807228916
FSRPTH14,0.6909090909090909
PCH_FSRPTH_09_14,0.6829268292682927
PC_FFRSALES07,0.6829268292682927
PC_FFRSALES12,0.691358024691358
PC_FSRSALES07,0.6871165644171779
PC_FSRSALES12,0.6829268292682927
full_baseline,0.6829268292682927
